Igehely	Strong-szám	Görög szóalak	Morfológiai kód
Zsolt 30:5	G3588	τω	T-DSM
Zsolt 30:5	G2372	θυμω	N-DSM
Zsolt 30:5	G0846	αυτου	D-GSM
Zsolt 30:5	G2532	και	CONJ
Zsolt 30:5	G2222	ζωη	N-NSF
Zsolt 30:5	G1722	εν	PREP
Zsolt 30:5	G3588	τω	T-DSN
Zsolt 30:5	G2307	θεληματι	N-DSN
Zsolt 30:5	G0846	αυτου	D-GSM
Zsolt 30:5	G3588	το	T-ASN
Zsolt 30:5	G2073	εσπερας	N-GSF
Zsolt 30:5	G2805	κλαυθμος	N-NSM
Zsolt 30:5	G2532	και	CONJ
Zsolt 30:5	G1519	εις	PREP
Zsolt 30:5	G3588	το	T-ASN
Zsolt 30:5	G4404	πρωι	ADV
Zsolt 30:5	G0020	αγαλλιασις	N-NSF
Zsolt 30:6	G1473	εγω	P-NS
Zsolt 30:6	G1161	δε	PRT
Zsolt 30:6	G1722	εν	PREP
Zsolt 30:6	G3588	τη	T-DSF
Zsolt 30:6	G1473	μου	P-GS
Zsolt 30:6	G3364	ου	ADV
Zsolt 30:6	G3165	μη	ADV
Zsolt 30:6	G4531	σαλευθω	V-APS-1S
Zsolt 30:6	G1519	εις	PREP
Zsolt 30:6	G3588	τον	T-ASM
Zsolt 30:6	G0165	αιωνα	N-ASM
Zsolt 30:7	G2962	κυριε	N-VSM
Zsolt 30:7	G1722	εν	PREP
Zsolt 30:7	G3588	τω	T-DSN
Zsolt 30:7	G2307	θεληματι	N-DSN
Zsolt 30:7	G4771	σου	P-GS
Zsolt 30:7	G3930	παρεσχου	V-AMI-2S
Zsolt 30:7	G3588	τω	T-DSN
Zsolt 30:7	G1473	μου	P-GS
Zsolt 30:7	G1411	δυναμιν	N-ASF
Zsolt 30:7	G0654	απεστρεψας	V-AAI-2S
Zsolt 30:7	G1161	δε	PRT
Zsolt 30:7	G3588	το	T-ASN
Zsolt 30:7	G4383	προσωπον	N-ASN
Zsolt 30:7	G4771	σου	P-GS
Zsolt 30:7	G2532	και	CONJ
Zsolt 30:7	G1096	εγενηθην	V-API-1S
Zsolt 30:7	G5015	τεταραγμενος	V-RPPNS
Zsolt 30:8	G4314	προς	PREP
Zsolt 30:8	G4771	σε	P-AS
Zsolt 30:8	G2962	κυριε	N-VSM
Zsolt 30:8	G2896	κεκραξομαι	V-FMI-1S
Zsolt 30:8	G2532	και	CONJ
Zsolt 30:8	G4314	προς	PREP
Zsolt 30:8	G3588	τον	T-ASM
Zsolt 30:8	G2316	θεον	N-ASM
Zsolt 30:8	G1473	μου	P-GS
Zsolt 30:8	G1210	δεηθησομαι	V-FPI-1S
Zsolt 30:9	G5100	τις	I-NSF
Zsolt 30:9	G5622	ωφελεια	N-NSF
Zsolt 30:9	G1722	εν	PREP
Zsolt 30:9	G3588	τω	T-DSN
Zsolt 30:9	G0129	αιματι	N-DSN
Zsolt 30:9	G1473	μου	P-GS
Zsolt 30:9	G1722	εν	PREP
Zsolt 30:9	G3588	τω	T-DSN
Zsolt 30:9	G2597	καταβηναι	V-AAN
Zsolt 30:9	G1473	με	P-AS
Zsolt 30:9	G1519	εις	PREP
Zsolt 30:9	G1312	διαφθοραν	N-ASF
Zsolt 30:9	G3165	μη	ADV
Zsolt 30:9	G1843	εξομολογησεται	V-FMI-3S
Zsolt 30:9	G4771	σοι	P-DS
Zsolt 30:9	G2228	η	CONJ
Zsolt 30:9	G0312	αναγγελει	V-FAI-3S
Zsolt 30:9	G3588	την	T-ASF
Zsolt 30:9	G0225	αληθειαν	N-ASF
Zsolt 30:9	G4771	σου	P-GS
Zsolt 30:10	G0191	ηκουσεν	V-AAI-3S
Zsolt 30:10	G2962	κυριος	N-NSM
Zsolt 30:10	G2532	και	CONJ
Zsolt 30:10	G1653	ηλεησεν	V-AAI-3S
Zsolt 30:10	G1473	με	P-AS
Zsolt 30:10	G2962	κυριος	N-NSM
Zsolt 30:10	G1096	εγενηθη	V-API-3S
Zsolt 30:10	G0998	βοηθος	N-NSM
Zsolt 30:10	G1473	μου	P-GS
Zsolt 30:11	G4762	εστρεψας	V-AAI-2S
Zsolt 30:11	G3588	τον	T-ASM
Zsolt 30:11	G2870	κοπετον	N-ASM
Zsolt 30:11	G1473	μου	P-GS
Zsolt 30:11	G1519	εις	PREP
Zsolt 30:11	G5525	χορον	N-ASM
Zsolt 30:11	G1473	εμοι	P-DS
Zsolt 30:11	G3588	τον	T-ASM
Zsolt 30:11	G4526	σακκον	N-ASM
Zsolt 30:11	G1473	μου	P-GS
Zsolt 30:11	G2532	και	CONJ
Zsolt 30:11	G4024	περιεζωσας	V-AAI-2S
Zsolt 30:11	G1473	με	P-AS
Zsolt 30:11	G2167	ευφροσυνην	N-ASF
Zsolt 30:12	G3704	οπως	CONJ
Zsolt 30:12	G0302	αν	PRT
Zsolt 30:12	G5567	ψαλη	V-PAS-3S
Zsolt 30:12	G4771	σοι	P-DS
Zsolt 30:12	G3588	η	T-NSF
Zsolt 30:12	G1391	δοξα	N-NSF
Zsolt 30:12	G1473	μου	P-GS
Zsolt 30:12	G2532	και	CONJ
Zsolt 30:12	G3364	ου	ADV
Zsolt 30:12	G3165	μη	ADV
Zsolt 30:12	G2660	κατανυγω	V-AAS-2S
Zsolt 30:12	G2962	κυριε	N-VSM
Zsolt 30:12	G3588	ο	T-NSM
Zsolt 30:12	G2316	θεος	N-NSM
Zsolt 30:12	G1473	μου	P-GS
Zsolt 30:12	G1519	εις	PREP
Zsolt 30:12	G3588	τον	T-ASM
Zsolt 30:12	G0165	αιωνα	N-ASM
Zsolt 30:12	G1843	εξομολογησομαι	V-FMI-1S
Zsolt 30:12	G4771	σοι	P-DS
Zsolt 31:1	G1519	εις	PREP
Zsolt 31:1	G3588	το	T-ASN
Zsolt 31:1	G5056	τελος	N-ASN
Zsolt 31:1	G5568	ψαλμος	N-NSM
Zsolt 31:1	G3588	τω	T-DSM
Zsolt 31:1	G1611	εκστασεως	N-GSF
Zsolt 31:1	G1909	επι	PREP
Zsolt 31:1	G4771	σοι	P-DS
Zsolt 31:1	G2962	κυριε	N-VSM
Zsolt 31:1	G1679	ηλπισα	V-AAI-1S
Zsolt 31:1	G3165	μη	ADV
Zsolt 31:1	G2617	καταισχυνθειην	V-APO-1S
Zsolt 31:1	G1519	εις	PREP
Zsolt 31:1	G3588	τον	T-ASM
Zsolt 31:1	G0165	αιωνα	N-ASM
Zsolt 31:1	G1722	εν	PREP
Zsolt 31:1	G3588	τη	T-DSF
Zsolt 31:1	G1343	δικαιοσυνη	N-DSF
Zsolt 31:1	G4771	σου	P-GS
Zsolt 31:1	G1473	με	P-AS
Zsolt 31:1	G2532	και	CONJ
Zsolt 31:1	G1807	εξελου	V-AMD-2S
Zsolt 31:1	G1473	με	P-AS
Zsolt 31:2	G2827	κλινον	V-PAPAS
Zsolt 31:2	G4314	προς	PREP
Zsolt 31:2	G1473	με	P-AS
Zsolt 31:2	G3588	το	T-ASN
Zsolt 31:2	G3775	ους	N-ASN
Zsolt 31:2	G4771	σου	P-GS
Zsolt 31:2	G3588	του	T-GSN
Zsolt 31:2	G1807	εξελεσθαι	V-AMN
Zsolt 31:2	G1473	με	P-AS
Zsolt 31:2	G1096	γενου	V-AMD-2S
Zsolt 31:2	G1473	μοι	P-DS
Zsolt 31:2	G1519	εις	PREP
Zsolt 31:2	G2316	θεον	N-ASM
Zsolt 31:2	G2532	και	CONJ
Zsolt 31:2	G1519	εις	PREP
Zsolt 31:2	G3624	οικον	N-ASM
Zsolt 31:2	G3588	του	T-GSN
Zsolt 31:2	G4982	σωσαι	V-AAN
Zsolt 31:2	G1473	με	P-AS
Zsolt 31:3	G3754	οτι	CONJ
Zsolt 31:3	G1473	μου	P-GS
Zsolt 31:3	G2532	και	CONJ
Zsolt 31:3	G1473	μου	P-GS
Zsolt 31:3	G1510	ει	V-PAI-2S
Zsolt 31:3	G4771	συ	P-NS
Zsolt 31:3	G2532	και	CONJ
Zsolt 31:3	G3588	του	T-GSN
Zsolt 31:3	G3686	ονοματος	N-GSN
Zsolt 31:3	G4771	σου	P-GS
Zsolt 31:3	G3594	οδηγησεις	V-FAI-2S
Zsolt 31:3	G1473	με	P-AS
Zsolt 31:3	G2532	και	CONJ
Zsolt 31:3	G1473	με	P-AS
Zsolt 31:4	G1806	εξαξεις	V-FAI-2S
Zsolt 31:4	G1473	με	P-AS
Zsolt 31:4	G1537	εκ	PREP
Zsolt 31:4	G3803	παγιδος	N-GSF
Zsolt 31:4	G3778	ταυτης	D-GSF
Zsolt 31:4	G3739	ης	R-GSF
Zsolt 31:4	G2928	εκρυψαν	V-AAI-3P
Zsolt 31:4	G1473	μοι	P-DS
Zsolt 31:4	G3754	οτι	CONJ
Zsolt 31:4	G4771	συ	P-NS
Zsolt 31:4	G1510	ει	V-PAI-2S
Zsolt 31:4	G3588	ο	T-NSM
Zsolt 31:4	G1473	μου	P-GS
Zsolt 31:5	G1519	εις	PREP
Zsolt 31:5	G5495	χειρας	N-APF
Zsolt 31:5	G4771	σου	P-GS
Zsolt 31:5	G3908	παραθησομαι	V-FMI-1S
Zsolt 31:5	G3588	το	T-ASN
Zsolt 31:5	G4151	πνευμα	N-ASN
Zsolt 31:5	G1473	μου	P-GS
Zsolt 31:5	G3084	ελυτρωσω	V-AMI-2S
Zsolt 31:5	G1473	με	P-AS
Zsolt 31:5	G2962	κυριε	N-VSM
Zsolt 31:5	G3588	ο	T-NSM
Zsolt 31:5	G2316	θεος	N-NSM
Zsolt 31:5	G3588	της	T-GSF
Zsolt 31:5	G0225	αληθειας	N-GSF
Zsolt 31:6	G3404	εμισησας	V-AAI-2S
Zsolt 31:6	G3588	τους	T-APM
Zsolt 31:6	G1314	διαφυλασσοντας	V-PAPAP
Zsolt 31:6	G3153	ματαιοτητας	N-APF
Zsolt 31:6	G1223	δια	PREP
Zsolt 31:6	G2756	κενης	A-GSF
Zsolt 31:6	G1473	εγω	P-NS
Zsolt 31:6	G1161	δε	PRT
Zsolt 31:6	G1909	επι	PREP
Zsolt 31:6	G3588	τω	T-DSM
Zsolt 31:6	G2962	κυριω	N-DSM
Zsolt 31:6	G1679	ηλπισα	V-AAI-1S
Zsolt 31:7	G2532	και	CONJ
Zsolt 31:7	G2165	ευφρανθησομαι	V-FPI-1S
Zsolt 31:7	G1909	επι	PREP
Zsolt 31:7	G3588	τω	T-DSN
Zsolt 31:7	G1656	ελεει	N-DSN
Zsolt 31:7	G4771	σου	P-GS
Zsolt 31:7	G3754	οτι	CONJ
Zsolt 31:7	G3588	την	T-ASF
Zsolt 31:7	G5014	ταπεινωσιν	N-ASF
Zsolt 31:7	G1473	μου	P-GS
Zsolt 31:7	G4982	εσωσας	V-AAI-2S
Zsolt 31:7	G1537	εκ	PREP
Zsolt 31:7	G3588	των	T-GPF
Zsolt 31:7	G3588	την	T-ASF
Zsolt 31:7	G5590	ψυχην	N-ASF
Zsolt 31:7	G1473	μου	P-GS
Zsolt 31:8	G2532	και	CONJ
Zsolt 31:8	G3364	ου	ADV
Zsolt 31:8	G4788	συνεκλεισας	V-AAI-2S
Zsolt 31:8	G1473	με	P-AS
Zsolt 31:8	G1519	εις	PREP
Zsolt 31:8	G5495	χειρας	N-APF
Zsolt 31:8	G2190	εχθρου	N-GSM
Zsolt 31:8	G2476	εστησας	V-AAI-2S
Zsolt 31:8	G1722	εν	PREP
Zsolt 31:8	G2149	ευρυχωρω	A-DSN
Zsolt 31:8	G3588	τους	T-APM
Zsolt 31:8	G4228	ποδας	N-APM
Zsolt 31:8	G1473	μου	P-GS
Zsolt 31:9	G1653	ελεησον	V-AAD-2S
Zsolt 31:9	G1473	με	P-AS
Zsolt 31:9	G2962	κυριε	N-VSM
Zsolt 31:9	G3754	οτι	CONJ
Zsolt 31:9	G2346	θλιβομαι	V-PMI-1S
Zsolt 31:9	G5015	εταραχθη	V-API-3S
Zsolt 31:9	G1722	εν	PREP
Zsolt 31:9	G2372	θυμω	N-DSM
Zsolt 31:9	G3588	ο	T-NSM
Zsolt 31:9	G3788	οφθαλμος	N-NSM
Zsolt 31:9	G1473	μου	P-GS
Zsolt 31:9	G3588	η	T-NSF
Zsolt 31:9	G5590	ψυχη	N-NSF
Zsolt 31:9	G1473	μου	P-GS
Zsolt 31:9	G2532	και	CONJ
Zsolt 31:9	G3588	η	T-NSF
Zsolt 31:9	G1064	γαστηρ	N-NSF
Zsolt 31:9	G1473	μου	P-GS
Zsolt 31:10	G3754	οτι	CONJ
Zsolt 31:10	G1587	εξελιπεν	V-AAI-3S
Zsolt 31:10	G1722	εν	PREP
Zsolt 31:10	G3601	οδυνη	N-DSF
Zsolt 31:10	G3588	η	T-NSF
Zsolt 31:10	G2222	ζωη	N-NSF
Zsolt 31:10	G1473	μου	P-GS
Zsolt 31:10	G2532	και	CONJ
Zsolt 31:10	G3588	τα	T-NPN
Zsolt 31:10	G2094	ετη	N-NPN
Zsolt 31:10	G1473	μου	P-GS
Zsolt 31:10	G1722	εν	PREP
Zsolt 31:10	G4726	στεναγμοις	N-DPM
Zsolt 31:10	G0770	ησθενησεν	V-AAI-3S
Zsolt 31:10	G1722	εν	PREP
Zsolt 31:10	G4432	πτωχεια	N-DSF
Zsolt 31:10	G3588	η	T-NSF
Zsolt 31:10	G2479	ισχυς	N-NSF
Zsolt 31:10	G1473	μου	P-GS
Zsolt 31:10	G2532	και	CONJ
Zsolt 31:10	G3588	τα	T-NPN
Zsolt 31:10	G3747	οστα	N-NPN
Zsolt 31:10	G1473	μου	P-GS
Zsolt 31:10	G5015	εταραχθησαν	V-API-3P
Zsolt 31:11	G3844	παρα	PREP
Zsolt 31:11	G3956	παντας	A-APM
Zsolt 31:11	G3588	τους	T-APM
Zsolt 31:11	G2190	εχθρους	N-APM
Zsolt 31:11	G1473	μου	P-GS
Zsolt 31:11	G1096	εγενηθην	V-API-1S
Zsolt 31:11	G3681	ονειδος	N-NSN
Zsolt 31:11	G2532	και	CONJ
Zsolt 31:11	G3588	τοις	T-DPM
Zsolt 31:11	G1069	γειτοσιν	N-DPM
Zsolt 31:11	G1473	μου	P-GS
Zsolt 31:11	G4970	σφοδρα	ADV
Zsolt 31:11	G2532	και	CONJ
Zsolt 31:11	G5401	φοβος	N-NSM
Zsolt 31:11	G3588	τοις	T-DPM
Zsolt 31:11	G1110	γνωστοις	A-DPM
Zsolt 31:11	G1473	μου	P-GS
Zsolt 31:11	G3588	οι	T-NPM
Zsolt 31:11	G2334	θεωρουντες	V-PAPNP
Zsolt 31:11	G1473	με	P-AS
Zsolt 31:11	G1854	εξω	ADV
Zsolt 31:11	G5343	εφυγον	V-AAI-3P
Zsolt 31:11	G0575	απ	PREP
Zsolt 31:11	G1473	εμου	P-GS
Zsolt 31:12	G5616	ωσει	ADV
Zsolt 31:12	G3498	νεκρος	N-NSM
Zsolt 31:12	G0575	απο	PREP
Zsolt 31:12	G2588	καρδιας	N-GSF
Zsolt 31:12	G1096	εγενηθην	V-API-1S
Zsolt 31:12	G5616	ωσει	ADV
Zsolt 31:12	G4632	σκευος	N-NSN
Zsolt 31:13	G3754	οτι	CONJ
Zsolt 31:13	G0191	ηκουσα	V-AAI-1S
Zsolt 31:13	G4183	πολλων	A-GPM
Zsolt 31:13	G2943	κυκλοθεν	ADV
Zsolt 31:13	G1722	εν	PREP
Zsolt 31:13	G3588	τω	T-DSN
Zsolt 31:13	G1996	επισυναχθηναι	V-APN
Zsolt 31:13	G0846	αυτους	D-APM
Zsolt 31:13	G0260	αμα	ADV
Zsolt 31:13	G1909	επ	PREP
Zsolt 31:13	G1473	εμε	P-AS
Zsolt 31:13	G3588	του	T-GSN
Zsolt 31:13	G2983	λαβειν	V-AAN
Zsolt 31:13	G3588	την	T-ASF
Zsolt 31:13	G5590	ψυχην	N-ASF
Zsolt 31:13	G1473	μου	P-GS
Zsolt 31:13	G1011	εβουλευσαντο	V-AMI-3P
Zsolt 31:14	G1473	εγω	P-NS
Zsolt 31:14	G1161	δε	PRT
Zsolt 31:14	G1909	επι	PREP
Zsolt 31:14	G4771	σε	P-AS
Zsolt 31:14	G1679	ηλπισα	V-AAI-1S
Zsolt 31:14	G2962	κυριε	N-VSM
Zsolt 31:14	G4771	συ	P-NS
Zsolt 31:14	G1510	ει	V-PAI-2S
Zsolt 31:14	G3588	ο	T-NSM
Zsolt 31:14	G2316	θεος	N-NSM
Zsolt 31:14	G1473	μου	P-GS
Zsolt 31:15	G1722	εν	PREP
Zsolt 31:15	G3588	ταις	T-DPF
Zsolt 31:15	G5495	χερσιν	N-DPF
Zsolt 31:15	G4771	σου	P-GS
Zsolt 31:15	G3588	οι	T-NPM
Zsolt 31:15	G2540	καιροι	N-NPM
Zsolt 31:15	G1473	μου	P-GS
Zsolt 31:15	G1473	με	P-AS
Zsolt 31:15	G1537	εκ	PREP
Zsolt 31:15	G5495	χειρος	N-GSF
Zsolt 31:15	G2190	εχθρων	N-GPM
Zsolt 31:15	G1473	μου	P-GS
Zsolt 31:15	G2532	και	CONJ
Zsolt 31:15	G1537	εκ	PREP
Zsolt 31:15	G3588	των	T-GPM
Zsolt 31:15	G2614	καταδιωκοντων	V-PAPGP
Zsolt 31:15	G1473	με	P-AS
Zsolt 31:16	G2014	επιφανον	V-AAD-2S
Zsolt 31:16	G3588	το	T-ASN
Zsolt 31:16	G4383	προσωπον	N-ASN
Zsolt 31:16	G4771	σου	P-GS
Zsolt 31:16	G1909	επι	PREP
Zsolt 31:16	G3588	τον	T-ASM
Zsolt 31:16	G1401	δουλον	N-ASM
Zsolt 31:16	G4771	σου	P-GS
Zsolt 31:16	G4982	σωσον	V-AAD-2S
Zsolt 31:16	G1473	με	P-AS
Zsolt 31:16	G1722	εν	PREP
Zsolt 31:16	G3588	τω	T-DSN
Zsolt 31:16	G1656	ελεει	N-DSN
Zsolt 31:16	G4771	σου	P-GS
Zsolt 31:17	G2962	κυριε	N-VSM
Zsolt 31:17	G3165	μη	ADV
Zsolt 31:17	G2617	καταισχυνθειην	V-APO-1S
Zsolt 31:17	G3754	οτι	CONJ
Zsolt 31:17	G4771	σε	P-AS
Zsolt 31:17	G0153	αισχυνθειησαν	V-APO-3P
Zsolt 31:17	G3588	οι	T-NPM
Zsolt 31:17	G0765	ασεβεις	A-NPM
Zsolt 31:17	G2532	και	CONJ
Zsolt 31:17	G2609	καταχθειησαν	V-APO-3P
Zsolt 31:17	G1519	εις	PREP
Zsolt 31:17	G0086	αδου	N-GSM
Zsolt 31:18	G0216	αλαλα	A-NPN
Zsolt 31:18	G1096	γενηθητω	V-APD-3S
Zsolt 31:18	G3588	τα	T-NPN
Zsolt 31:18	G5491	χειλη	N-NPN
Zsolt 31:18	G3588	τα	T-NPN
Zsolt 31:18	G1386	δολια	A-NPN
Zsolt 31:18	G3588	τα	T-NPN
Zsolt 31:18	G2980	λαλουντα	V-PAPNP
Zsolt 31:18	G2596	κατα	PREP
Zsolt 31:18	G3588	του	T-GSM
Zsolt 31:18	G1342	δικαιου	A-GSM
Zsolt 31:18	G0458	ανομιαν	N-ASF
Zsolt 31:18	G1722	εν	PREP
Zsolt 31:18	G5243	υπερηφανια	N-DSF
Zsolt 31:18	G2532	και	CONJ
Zsolt 31:19	G3739	ως	CONJ
Zsolt 31:19	G4183	πολυ	A-NSN
Zsolt 31:19	G3588	το	T-NSN
Zsolt 31:19	G4128	πληθος	N-NSN
Zsolt 31:19	G3588	της	T-GSF
Zsolt 31:19	G5544	χρηστοτητος	N-GSF
Zsolt 31:19	G4771	σου	P-GS
Zsolt 31:19	G2962	κυριε	N-VSM
Zsolt 31:19	G3739	ης	R-GSF
Zsolt 31:19	G2928	εκρυψας	V-AAI-2S
Zsolt 31:19	G3588	τοις	T-DPM
Zsolt 31:19	G5399	φοβουμενοις	V-PMPDP
Zsolt 31:19	G4771	σε	P-AS
Zsolt 31:19	G3588	τοις	T-DPM
Zsolt 31:19	G1679	ελπιζουσιν	V-PAPDP
Zsolt 31:19	G1909	επι	PREP
Zsolt 31:19	G4771	σε	P-AS
Zsolt 31:19	G1726	εναντιον	PREP
Zsolt 31:19	G3588	των	T-GPM
Zsolt 31:19	G5207	υιων	N-GPM
Zsolt 31:19	G3588	των	T-GPM
Zsolt 31:19	G0444	ανθρωπων	N-GPM
Zsolt 31:20	G0846	αυτους	D-APM
Zsolt 31:20	G1722	εν	PREP
Zsolt 31:20	G0614	αποκρυφω	A-DSN
Zsolt 31:20	G3588	του	T-GSN
Zsolt 31:20	G4383	προσωπου	N-GSN
Zsolt 31:20	G4771	σου	P-GS
Zsolt 31:20	G0575	απο	PREP
Zsolt 31:20	G5016	ταραχης	N-GSF
Zsolt 31:20	G0444	ανθρωπων	N-GPM
Zsolt 31:20	G0846	αυτους	D-APM
Zsolt 31:20	G1722	εν	PREP
Zsolt 31:20	G4633	σκηνη	N-DSF
Zsolt 31:20	G0575	απο	PREP
Zsolt 31:20	G0485	αντιλογιας	N-GSF
Zsolt 31:20	G1100	γλωσσων	N-GPF
Zsolt 31:21	G2128	ευλογητος	A-NSM
Zsolt 31:21	G2962	κυριος	N-NSM
Zsolt 31:21	G3754	οτι	CONJ
Zsolt 31:21	G3588	το	T-NSN
Zsolt 31:21	G1656	ελεος	N-NSN
Zsolt 31:21	G0846	αυτου	D-GSM
Zsolt 31:21	G1722	εν	PREP
Zsolt 31:21	G4172	πολει	N-DSF
Zsolt 31:21	G4042	περιοχης	N-GSF
Zsolt 31:22	G1473	εγω	P-NS
Zsolt 31:22	G1161	δε	PRT
Zsolt 31:22	G1722	εν	PREP
Zsolt 31:22	G3588	τη	T-DSF
Zsolt 31:22	G1611	εκστασει	N-DSF
Zsolt 31:22	G1473	μου	P-GS
Zsolt 31:22	G0685	αρα	PRT
Zsolt 31:22	G0575	απο	PREP
Zsolt 31:22	G4383	προσωπου	N-GSN
Zsolt 31:22	G3588	των	T-GPM
Zsolt 31:22	G3788	οφθαλμων	N-GPM
Zsolt 31:22	G4771	σου	P-GS
Zsolt 31:22	G1223	δια	PREP
Zsolt 31:22	G3778	τουτο	D-ASN
Zsolt 31:22	G1522	εισηκουσας	V-AAI-2S
Zsolt 31:22	G3588	της	T-GSF
Zsolt 31:22	G5456	φωνης	N-GSF
Zsolt 31:22	G3588	της	T-GSF
Zsolt 31:22	G1162	δεησεως	N-GSF
Zsolt 31:22	G1473	μου	P-GS
Zsolt 31:22	G1722	εν	PREP
Zsolt 31:22	G3588	τω	T-DSN
Zsolt 31:22	G2896	κεκραγεναι	V-RAN
Zsolt 31:22	G1473	με	P-AS
Zsolt 31:22	G4314	προς	PREP
Zsolt 31:22	G4771	σε	P-AS
Zsolt 31:23	G0025	αγαπησατε	V-AAD-2P
Zsolt 31:23	G3588	τον	T-ASM
Zsolt 31:23	G2962	κυριον	N-ASM
Zsolt 31:23	G3956	παντες	A-NPM
Zsolt 31:23	G3588	οι	T-NPM
Zsolt 31:23	G3741	οσιοι	A-NPM
Zsolt 31:23	G0846	αυτου	D-GSM
Zsolt 31:23	G3754	οτι	CONJ
Zsolt 31:23	G0225	αληθειας	N-GSF
Zsolt 31:23	G1567	εκζητει	V-PAI-3S
Zsolt 31:23	G2962	κυριος	N-NSM
Zsolt 31:23	G2532	και	CONJ
Zsolt 31:23	G0467	ανταποδιδωσιν	V-PAI-3S
Zsolt 31:23	G3588	τοις	T-DPM
Zsolt 31:23	G4053	περισσως	ADV
Zsolt 31:23	G4160	ποιουσιν	V-PAPDP
Zsolt 31:23	G5243	υπερηφανιαν	N-ASF
Zsolt 31:24	G0407	ανδριζεσθε	V-PMD-2P
Zsolt 31:24	G2532	και	CONJ
Zsolt 31:24	G2901	κραταιουσθω	V-PMD-3S
Zsolt 31:24	G3588	η	T-NSF
Zsolt 31:24	G2588	καρδια	N-NSF
Zsolt 31:24	G4771	υμων	P-GP
Zsolt 31:24	G3956	παντες	A-NPM
Zsolt 31:24	G3588	οι	T-NPM
Zsolt 31:24	G1679	ελπιζοντες	V-PAPNP
Zsolt 31:24	G1909	επι	PREP
Zsolt 31:24	G2962	κυριον	N-ASM
Zsolt 32:1	G3588	τω	T-DSM
Zsolt 32:1	G4907	συνεσεως	N-GSF
Zsolt 32:1	G3107	μακαριοι	A-NPM
Zsolt 32:1	G3739	ων	R-GPM
Zsolt 32:1	G3588	αι	T-NPF
Zsolt 32:1	G0458	ανομιαι	N-NPF
Zsolt 32:1	G2532	και	CONJ
Zsolt 32:1	G3739	ων	R-GPM
Zsolt 32:1	G1943	επεκαλυφθησαν	V-API-3P
Zsolt 32:1	G3588	αι	T-NPF
Zsolt 32:1	G0266	αμαρτιαι	N-NPF
Zsolt 32:2	G3107	μακαριος	A-NSM
Zsolt 32:2	G0435	ανηρ	N-NSM
Zsolt 32:2	G3739	ου	R-GSM
Zsolt 32:2	G3364	ου	ADV
Zsolt 32:2	G3165	μη	ADV
Zsolt 32:2	G3049	λογισηται	V-AMS-3S
Zsolt 32:2	G2962	κυριος	N-NSM
Zsolt 32:2	G0266	αμαρτιαν	N-ASF
Zsolt 32:2	G3761	ουδε	CONJ
Zsolt 32:2	G1510	εστιν	V-PAI-3S
Zsolt 32:2	G1722	εν	PREP
Zsolt 32:2	G3588	τω	T-DSN
Zsolt 32:2	G4750	στοματι	N-DSN
Zsolt 32:2	G0846	αυτου	D-GSM
Zsolt 32:2	G1388	δολος	N-NSM
Zsolt 32:3	G3754	οτι	CONJ
Zsolt 32:3	G4601	εσιγησα	V-AAI-1S
Zsolt 32:3	G3822	επαλαιωθη	V-API-3S
Zsolt 32:3	G3588	τα	T-NPN
Zsolt 32:3	G3747	οστα	N-NPN
Zsolt 32:3	G1473	μου	P-GS
Zsolt 32:3	G0575	απο	PREP
Zsolt 32:3	G3588	του	T-GSN
Zsolt 32:3	G2896	κραζειν	V-PAN
Zsolt 32:3	G1473	με	P-AS
Zsolt 32:3	G3650	ολην	A-ASF
Zsolt 32:3	G3588	την	T-ASF
Zsolt 32:3	G2250	ημεραν	N-ASF
Zsolt 32:4	G3754	οτι	CONJ
Zsolt 32:4	G2250	ημερας	N-GSF
Zsolt 32:4	G2532	και	CONJ
Zsolt 32:4	G3571	νυκτος	N-GSF
Zsolt 32:4	G0925	εβαρυνθη	V-API-3S
Zsolt 32:4	G1909	επ	PREP
Zsolt 32:4	G1473	εμε	P-AS
Zsolt 32:4	G3588	η	T-NSF
Zsolt 32:4	G5495	χειρ	N-NSF
Zsolt 32:4	G4771	σου	P-GS
Zsolt 32:4	G4762	εστραφην	V-API-1S
Zsolt 32:4	G1519	εις	PREP
Zsolt 32:4	G5004	ταλαιπωριαν	N-ASF
Zsolt 32:4	G1722	εν	PREP
Zsolt 32:4	G3588	τω	T-DSN
Zsolt 32:4	G0173	ακανθαν	N-ASF
Zsolt 32:5	G3588	την	T-ASF
Zsolt 32:5	G0266	αμαρτιαν	N-ASF
Zsolt 32:5	G1473	μου	P-GS
Zsolt 32:5	G1107	εγνωρισα	V-AAI-1S
Zsolt 32:5	G2532	και	CONJ
Zsolt 32:5	G3588	την	T-ASF
Zsolt 32:5	G0458	ανομιαν	N-ASF
Zsolt 32:5	G1473	μου	P-GS
Zsolt 32:5	G3364	ουκ	ADV
Zsolt 32:5	G2572	εκαλυψα	V-AAI-1S
Zsolt 32:5	G2596	κατ	PREP
Zsolt 32:5	G1473	εμου	P-GS
Zsolt 32:5	G3588	την	T-ASF
Zsolt 32:5	G0458	ανομιαν	N-ASF
Zsolt 32:5	G1473	μου	P-GS
Zsolt 32:5	G3588	τω	T-DSM
Zsolt 32:5	G2962	κυριω	N-DSM
Zsolt 32:5	G2532	και	CONJ
Zsolt 32:5	G4771	συ	P-NS
Zsolt 32:5	G3588	την	T-ASF
