# GENERÁLT: eszkozok/oshl_index_import.py — kézzel nem szerkesztendő.
# forras: openscriptures/HebrewLexicon @ 21c9add13bc727d3a951361778e97e3ff7afd1ce | LexicalIndex.xml sha256=8f7a605c58899d2f44430149c143c00903976e1e91232476677972a69e5bc85f
# licenc: CC BY 4.0 — Open Scriptures Hebrew Bible Project; l. konkordancia/OSHL_lexikalis_index_README.md
strong	strong_eredeti	twot	bdb_id	nyelv	oshl_id	lemma	atiras	szofaj	def_en
H1998	1998	505b	e.bt.ac	heber	dbz	הֶמְיָה	hemyâ	N	sound
H1999	1999	506a	e.bu.ab	heber	dcb	הֲמֻלָּה	hămullâ	N	rain-storm
H2000	2000	507	e.bv.aa	heber	dcc	הָמַם	hāmam	V	make a noise
H2001	2001	—	e.bv.ad	heber	dce	הָמָן	hāmān	Np	Haman
H2002	2002	2697	xe.ah.ab	arameus	ogz	הַמְנִיכָא	hamnîkāʾ	N	chain
H2003	2003	508a	e.bw.ab	heber	dcf	הֶ֫מֶס	hemes	N	brushwood
H2004	2004	504	e.by.aa	heber	dci	הֵן	hēn	Pp	they
H2004	2004	504	e.by.aa	heber	dcm	הֵנָּה	hēnnâ	Pp	themselves
H2005	2005	510	e.bz.aa	heber	dcj	הֵן	hēn	Tj	lo!
H2006	2006	2698	xe.ai.aa	arameus	oha	הֵן	hēn	T	if
H2006	2006	2812	xl.af.aa	arameus	onm	לָהֵן	lāhēn	T	therefore
H2008	2008	510b	e.bz.ac	heber	dcl	הֵ֫נָּה	hēnnâ	D	hither
H2009	2009	510a	e.bz.ab	heber	dck	הִנֵּה	hinnēh	Tm	lo!
H2010	2010	1323d	n.by.ah	heber	dcn	הֲנָחָה	hănāḥâ	N	a giving of rest
H2011	2011	—	e.bz.af	heber	dco	הִנֹּם	hinnōm	Np	Hinnom
H2012	2012	—	e.bz.ag	heber	dcp	הֵנַע	hēnaʿ	Np	Hena
H2013	2013	511	e.ca.aa	heber	dcq	הַס	has	Tj	hush!
H2014	2014	1740b	q.an.ac	heber	dcr	הֲפוּגָה	hăpûgâ	N	relaxation
H2015	2015	512	e.cb.aa	heber	dct	הָפַךְ	hāpak	V	turn
H2016	2016	512a	e.cb.ab	heber	dcs	הֶ֫פֶךְ	hepek	N	the contrary
H2017	2017	512a	e.cb.ab	heber	dcu	הֹפֶךְ	hōpek	N	the contrary
H2018	2018	512b	e.cb.ac	heber	dcv	הֲפֵכָה	hăpēkâ	N	overthrow
H2019	2019	512c	e.cb.ad	heber	dcw	הֲפַכְפַּךְ	hăpakpak	A	crooked
H2020	2020	1404a	n.ev.ab	heber	dcx	הַצָּלָה	haṣṣālâ	N	deliverance
H2021	2021	513	e.cb.aj	heber	dcz	הֹ֫צֶן	hōṣen	N	weapon of war
H2022	2022	517a	e.cf.ab	heber	dda	הַר	har	N	mountain
H2023	2023	—	e.cb.al	heber	ddb	הֹר	hōr	Np	Hor
H2024	2024	—	e.cb.am	heber	ddc	הָרָא	hārāʾ	Np	Hara
H2025	2025	159a	a.fp.ab	heber	ddd	הַרְאֵל	harʾēl	N	hearth
H2026	2026	514	e.cc.aa	heber	ddf	הָרַג	hārag	V	kill
H2027	2027	514a	e.cc.ab	heber	dde	הֶ֫רֶג	hereg	N	slaughter
H2028	2028	514b	e.cc.ac	heber	ddg	הֲרֵגָה	hărēgâ	N	slaughter
H2029	2029	515	e.cd.aa	heber	ddi	הָרָה	hārâ	V	conceive
H2030	2030	515a	e.cd.ab	heber	ddh	הָרָה	hārâ	A	pregnant
H2030	2030	515b	e.cd.ad	heber	ddk	הָרִיָּה	hārîyâ	A	pregnant
H2031	2031	2700	xe.aj.ab	arameus	ohb	הַרְהֹר	harhōr	N	fancy
H2032	2032	515c	e.cd.ae	heber	ddl	הֵרָיוֹן	hērāyôn	N	conception
H2033	2033	—	e.cd.af	heber	ddj	הֲרוֹרִי	hărôrî	Ag	Harorite
H2034	2034	516b	e.ce.ac	heber	ddm	הֲרִיסָה	hărîsâ	N	ruin
H2035	2035	516c	e.ce.ad	heber	ddn	הֲרִיסוּת	hărîsût	N	overthrow
H2036	2036	—	e.cd.ag	heber	ddp	הֹרָם	hōrām	Np	Horam
H2037	2037	—	e.cd.ah	heber	ddo	הָרֻם	hārum	Np	Harum
H2038	2038	—	e.cd.aj	heber	ddq	הַרְמוֹן	harmôn	N	Harmon
H2039	2039	—	e.cd.al	heber	ddr	הָרָן	hārān	Np	Haran
H2040	2040	516	e.ce.aa	heber	ddt	הָרַס	hāras	V	throw down
H2041	2041	516a	e.ce.ab	heber	dds	הֶ֫רֶס	heres	N	overthrow
H2042	2042	517a	e.cf.ab	heber	ddu	הָרָר	hārār	N	mountain
H2043	2043	—	e.cf.ad	heber	ddw	הֲרָרִי	hărārî	Ag	Hararite
H2044	2044	—	e.cf.ae	heber	ddx	הָשֵׁם	hāšēm	Np	Hashem
H2045	2045	2412e	v.ed.ax	heber	ddy	הַשְׁמָעוּת	hašmāʿût	N	a causing to hear
H2046	2046	1442a	n.gf.ab	heber	ddz	הִתּוּךְ	hittûk	N	a melting
H2047	2047	—	e.cf.aj	heber	dea	הֲתָךְ	hătāk	Np	Hatach
H2048	2048	2514	w.au.aa	heber	nsv	תָּלַל	tālal	V	deride
H2048	2048	518	e.cg.aa	heber	deb	הָתַל	hātal	V	deceive
H2049	2049	518a	e.cg.ab	heber	dec	הֲתֻלִֿים	hătulîm	N	mockery
H2050	2050	488	e.bd.aa	heber	daj	הוּת	hût	V	shout at
H2051	2051	—	f.ab.ab	heber	dej	וְדָן	wĕdān	Np	Dan also
H2052	2052	—	f.ab.ac	heber	dek	וָהֵב	wāhēb	Np	what he did
H2053	2053	520	f.ab.ad	heber	del	וָו	wāw	N	hook
H2054	2054	521	f.ac.ab	heber	dem	וָזָר	wāzār	A	criminal
H2055	2055	—	f.ac.ac	heber	deo	וַיְזָתָא	wayzātāʾ	Np	Vajezatha
H2056	2056	867a	j.bn.ab	heber	dep	וָלָד	wālād	N	offspring
H2057	2057	—	f.ac.ae	heber	deq	וַנְיָה	wanyâ	Np	Vaniah
H2058	2058	—	f.ac.af	heber	der	וׇפְסִי	wopsî	Np	Vophsi
H2059	2059	—	f.ac.ag	heber	det	וַשְׁנִי	wašnî	Np	Vashni
H2060	2060	—	f.ac.ah	heber	deu	וַשְׁתִּי	waštî	Np	Vashti
H2061	2061	522	g.ab.ab	heber	dew	זְאֵב	zĕʾēb	N	wolf
H2062	2062	—	g.ab.ac	heber	dex	זְאֵב	zĕʾēb	Np	Zeeb
H2063	2063	528	g.ah.aa	heber	dez	זֹאת	zōʾt	Pd	this
H2064	2064	524	g.ad.aa	heber	dfc	זָבַד	zābad	V	bestow upon
H2065	2065	524a	g.ad.ab	heber	dfb	זֶ֫בֶד	zebed	N	endowment
H2066	2066	—	g.ad.ac	heber	dfd	זָבָד	zābād	Np	Zabad
H2067	2067	—	g.ad.ag	heber	dfe	זַבְדִּי	zabdî	Np	Zabdi
H2068	2068	—	g.ad.ah	heber	dff	זַבְדִּיאֵל	zabdîʾēl	Np	Zabdiel
H2069	2069	—	g.ad.ai	heber	dfg	זְבַדְיָהוּ	zĕbadyāhû	Np	Zebadiah
H2070	2070	523a	g.ac.ab	heber	dfh	זְבוּב	zĕbûb	N	fly
H2071	2071	—	g.ad.ad	heber	dfi	זָבוּד	zābûd	Np	Zabud
H2072	2072	—	g.ad.ae	heber	dfj	זבוד	zbwd	Np	Zabbud
H2073	2073	526a	g.af.ab	heber	dft	זְבֻל	zĕbul	N	elevation
H2074	2074	526b	g.af.ad	heber	dfl	זְבוּלֻן	zĕbûlun	Np	Zebulun
H2075	2075	—	g.af.ae	heber	dfm	זְבוּלֹנִי	zĕbûlōnî	A	the Zebulonites
H2076	2076	525	g.ae.aa	heber	dfp	זָבַח	zābaḥ	V	slaughter for sacrifice
H2077	2077	525a	g.ae.ab	heber	dfo	זֶ֫בַח	zebaḥ	N	sacrifice
H2078	2078	—	g.ae.ac	heber	dfn	זֶ֫בַח	zebaḥ	Np	Zebah
H2079	2079	—	g.ac.ac	heber	dfq	זַבַּי	zabbay	Np	Zabbai
H2080	2080	—	g.ad.af	heber	dfk	זְבוּדָה	zĕbûdâ	Np	Zebudah
H2081	2081	—	g.ae.af	heber	dfr	זְבִינָא	zĕbînāʾ	Np	Zebina
H2082	2082	526	g.af.aa	heber	dfu	זָבַל	zābal	V	exalt
H2083	2083	—	g.af.ac	heber	dfs	זְבֻל	zĕbul	Np	Zebul. Compare
H2084	2084	2702	xg.aa.aa	arameus	ohe	זְבַן	zĕban	V	buy
H2085	2085	527a	g.ag.ab	heber	dfv	זָג	zāg	N	skin of a grape
H2086	2086	547a	g.be.ab	heber	dfw	זֵד	zēd	A	insolent
H2087	2087	547b	g.be.ac	heber	dfx	זָדוֹן	zādôn	N	insolence
H2088	2088	528	g.ah.aa	heber	dfy	זֶה	zeh	Pd	this
H2089	2089	2237	u.ak.af	heber	dfz	זֶה	zeh	N	one of a flock
H2090	2090	—	g.ai.aa	heber	dga	זֹה	zōh	Pd	this
H2091	2091	529a	g.al.ab	heber	dgb	זָהָב	zāhāb	N	gold
H2092	2092	530	g.am.aa	heber	dge	זָהַם	zāham	V	be foul
H2093	2093	—	g.am.ab	heber	dgd	זָ֑הַם	zāham	Np	Zaham
H2094	2094	531	g.an.aa	heber	dgf	זָהַר	zāhar	V	be light
H2094	2094	532	g.ao.aa	heber	dgg	זָהַר	zāhar	V	enlighten
H2095	2095	2703	xg.ab.aa	arameus	ohf	זְהַר	zĕhar	V	warned
H2096	2096	531a	g.an.ab	heber	dgh	זֹ֫הַר	zōhar	N	shining
H2097	2097	528	g.aj.aa	heber	dgj	זוֹ	zô	Pd	this
H2098	2098	528	g.ak.aa	heber	dgl	זוּ	zû	P	this
H2099	2099	533	g.ao.ab	heber	dgi	זִו	ziw	Np	Zif
H2100	2100	534	g.aq.aa	heber	dgn	זוּב	zûb	V	flow
H2101	2101	534a	g.aq.ab	heber	dgm	זוֹב	zôb	N	issue
H2102	2102	547	g.be.aa	heber	dhk	זִיד	zîd	V	boil up
H2103	2103	2704	xg.ac.aa	arameus	ohg	זוּד	zûd	V	be presumptuous
H2104	2104	—	g.at.ac	heber	dgs	זוּזִים	zûzîm	Np	Zuzims
H2105	2105	—	g.at.ad	heber	dgt	זוֹחֵת	zôḥēt	Np	Zoheth
H2106	2106	534.1a	g.ar.ab	heber	dgu	זָוִית	zāwît	N	corner
H2107	2107	538	g.av.aa	heber	dgv	זוּל	zûl	V	lavish
H2108	2108	537a	g.au.ab	heber	dgx	זוּלָה	zûlâ	N	removal
H2109	2109	539	g.aw.aa	heber	dgy	זוּן	zûn	V	feed
H2109	2109	856	j.bc.aa	heber	eze	יָזַן	yāzan	V	be plump
H2110	2110	2705	xg.ad.aa	arameus	ohh	זוּן	zûn	V	feed
H2111	2111	540	g.ax.aa	heber	dgz	זוּעַ	zûaʿ	V	tremble
H2112	2112	2706	xg.ae.aa	arameus	ohi	זוּעַ	zûaʿ	V	tremble
H2113	2113	540a	g.ax.ab	heber	dha	זְוָעָה	zĕwāʿâ	N	a trembling
H2114	2114	541	g.ay.aa	heber	dhc	זוּר	zûr	V	be a stranger
H2114	2114	542	g.az.aa	heber	dhd	זוּר	zûr	V	be loathsome
H2115	2115	543	g.ba.aa	heber	dhb	זוּר	zûr	V	press down and out
H2116	2116	543	g.ba.aa	heber	dhe	זוּרֶה	zûreh	V	press down and out
H2117	2117	—	g.as.ae	heber	dhf	זָזָא	zāzāʾ	Np	Zaza
H2118	2118	544	g.bb.aa	heber	dhg	זָחַח	zāḥaḥ	V	remove
H2119	2119	545	g.bc.aa	heber	dhi	זָחַל	zāḥal	V	shrink back
H2119	2119	546	g.bd.aa	heber	dhh	זָחַל	zāḥal	V	fear
H2120	2120	—	g.bc.ab	heber	dhj	זֹחֶ֫לֶת	zōḥelet	N	crawling thing
H2121	2121	547c	g.be.ad	heber	dhl	זֵידוֹן	zêdôn	A	insolent
H2122	2122	2707	xg.ae.ab	arameus	ohj	זִיו	zîw	N	brightness
H2123	2123	535a	g.as.ab	heber	dhm	זִיז	zîz	N	moving things
H2123	2123	536a	g.at.ab	heber	dhn	זִיז	zîz	N	abundance
H2124	2124	—	g.as.ac	heber	dho	זִיזָא	zîzāʾ	Np	Ziza
H2125	2125	—	g.as.ad	heber	dhp	זִיזָה	zîzâ	Np	Zizah
H2126	2126	—	g.as.ad	heber	dhq	זִינָא	zînāʾ	Np	Zina
H2127	2127	—	g.ax.ac	heber	dhr	זִיעַ	zîaʿ	Np	Zia
H2128	2128	—	g.be.aj	heber	dhs	זִיף	zîp	Np	Ziph
H2129	2129	—	g.be.al	heber	dht	זִיפָה	zîpâ	Np	Ziphah
H2130	2130	—	g.be.ak	heber	dhu	זִיפִי	zîpî	Ag	Ziphim
H2131	2131	573	g.cc.af	heber	dks	זֵק	zēq	N	missile
H2131	2131	577a	g.cg.ab	heber	dkr	זֵק	zēq	N	fetter
H2132	2132	548	g.be.ao	heber	dhv	זַ֫יִת	zayit	N	olive-tree
H2133	2133	—	g.be.ap	heber	dhw	זֵיתָן	zêtān	Np	Zethan
H2134	2134	550a	g.bg.ab	heber	dhx	זַךְ	zak	A	pure
H2135	2135	549	g.bf.aa	heber	dhy	זָכָה	zākâ	V	be clear
H2136	2136	2708	xg.ae.ac	arameus	ohk	זָכוּ	zākû	N	purity
H2137	2137	550b	g.bg.ac	heber	dhz	זְכוּכִית	zĕkûkît	N	glass
H2138	2138	551f	g.bh.af	heber	dib	זָכוּר	zākûr	N	male
H2139	2139	—	g.bh.ah	heber	dia	זַכּוּר	zakkûr	Np	Zaccur
H2140	2140	—	g.bg.ad	heber	dic	זַכַּי	zakkay	Np	Zaccai
H2141	2141	550	g.bg.aa	heber	did	זָכַךְ	zākak	V	be bright
H2142	2142	551	g.bh.aa	heber	dig	זָכַר	zākar	V	remember
H2143	2143	551a	g.bh.ad	heber	die	זֵ֫כֶר	zēker	N	remembrance
H2144	2144	—	g.bh.ab	heber	dif	זֶ֫כֶר	zeker	Np	Zeker
H2145	2145	551e	g.bh.ae	heber	dih	זָכָר	zākār	N	male
H2146	2146	551b	g.bh.ai	heber	dii	זִכָּרוֹן	zikkārôn	N	memorial
H2147	2147	—	g.bh.ag	heber	dij	זִכְרִי	zikrî	Np	Zichri
H2148	2148	551c	g.bh.aj	heber	dik	זְכַרְיָהוּ	zĕkaryāhû	Np	Zachariah
H2148	2148	—	xg.ae.ad	arameus	ohl	זְכַרְיָה	zĕkaryâ	Np	Zachariah
H2149	2149	554a	g.bl.ab	heber	din	זֻלּוּת	zullût	N	worthlessness
H2150	2150	553a	g.bk.ab	heber	dio	זַלְזַל	zalzal	N	tendrils
H2151	2151	553	g.bk.aa	heber	dip	זָלַל	zālal	V	shake
H2151	2151	554	g.bl.aa	heber	diq	זָלַל	zālal	V	be light
H2152	2152	555a	g.bm.ab	heber	dis	זַלְעָפָה	zalʿāpâ	N	raging heat
H2153	2153	—	g.bn.ab	heber	diu	זִלְפָּה	zilpâ	Np	Zilpah
H2154	2154	556b	g.bo.ac	heber	diw	זִמָּה	zimmâ	N	plan
H2155	2155	—	g.bo.ad	heber	div	זִמָּה	zimmâ	Np	Zimmah
H2156	2156	559b	g.br.ac	heber	dix	זְמוֹרָה	zĕmôrâ	N	branch
H2157	2157	—	g.bo.af	heber	diy	זַמְזֻמִּים	zamzummîm	Np	Zamzummim
H2158	2158	558b	g.bq.ad	heber	diz	זָמִיר	zāmîr	N	song
H2159	2159	559a	g.br.ab	heber	dja	זָמִיר	zāmîr	N	trimming
H2160	2160	—	g.bs.ag	heber	djb	זְמִירָה	zĕmîrâ	Np	Zemira
H2161	2161	556	g.bo.aa	heber	djc	זָמַם	zāmam	V	consider
H2162	2162	556a	g.bo.ab	heber	djd	זָמָם	zāmām	N	plan
H2163	2163	557	g.bp.aa	heber	djf	זָמַן	zāman	V	be fixed
H2164	2164	2709	xg.af.ab	arameus	ohn	זְמַן	zĕman	V	agree together
H2165	2165	557a	g.bp.ab	heber	dje	זְמָ֑ן	zĕmān	N	appointed time
H2166	2166	2709a	xg.af.aa	arameus	ohm	זְמַן	zĕman	N	time
H2167	2167	558	g.bq.aa	heber	dji	זָמַר	zāmar	V	make music
H2168	2168	559	g.br.aa	heber	djh	זָמַר	zāmar	V	trim
H2169	2169	560b	g.bs.ac	heber	djg	זֶ֫מֶר	zemer	N	mountain-sheep
H2170	2170	2710a	xg.ag.aa	arameus	oho	זְמָר	zĕmār	N	music
H2171	2171	2710b	xg.ag.ab	arameus	ohp	זַמָּר	zammār	N	singer
H2172	2172	558a	g.bq.ab	heber	djl	זִמְרָה	zimrâ	N	melody
H2173	2173	560a	g.bs.ab	heber	djk	זִמְרָה	zimrâ	N	choice products
H2174	2174	—	g.bs.ad	heber	djm	זִמְרִי	zimrî	Np	Zimri
H2174	2174	—	g.bs.ae	heber	djn	זִמְרִי	zimrî	Np	Zimri
H2175	2175	—	g.bs.af	heber	djo	זִמְרָן	zimrān	Np	Zimran
H2176	2176	558a	g.bq.ab	heber	djp	זִמְרָת	zimrāt	N	melody
H2177	2177	561	g.bs.ah	heber	djq	זַן	zan	N	kind
H2178	2178	2711	xg.ag.ac	arameus	ohr	זַן	zan	N	kind
H2179	2179	562	g.bt.ac	heber	djr	זָנַב	zānab	V	cut off
H2180	2180	562a	g.bt.ab	heber	djs	זָנָב	zānāb	N	tail
H2181	2181	563	g.bu.aa	heber	dju	זָנָה	zānâ	V	commit fornication
H2182	2182	—	g.bw.ab	heber	djv	זָנוֹחַ	zānôaḥ	Np	Zanoah
H2183	2183	563a	g.bu.ab	heber	djw	זְנוּנִים	zĕnûnîm	N	fornication
H2184	2184	563b	g.bu.ac	heber	djx	זְנוּת	zĕnût	N	fornication
H2185	2185	563	g.bu.aa	heber	djy	זֹנוֹת	zōnôt	N	commit fornication
H2186	2186	564	g.bv.aa	heber	djz	זָנַח	zānaḥ	V	reject
H2186	2186	565	g.bw.aa	heber	dka	זָנַח	zānaḥ	V	stink
H2187	2187	566	g.bx.aa	heber	dkb	זָנַק	zānaq	V	leap
H2188	2188	857b	j.bd.ac	heber	dkc	זֵעָה	zēʿâ	N	sweat
H2189	2189	540a	g.ax.ab	heber	dkd	זַעֲוָה	zaʿăwâ	N	a trembling
H2190	2190	—	g.bx.ad	heber	dke	זַעֲוָן	zaʿăwān	Np	Zaavan
H2191	2191	571a	g.cc.ab	heber	dkf	זְעֵיר	zĕʿêr	N	a little
H2192	2192	2713	xg.ah.ab	arameus	ohs	זְעֵיר	zĕʿêr	A	little
H2193	2193	567	g.by.aa	heber	dkg	זָעַךְ	zāʿak	V	extinguish
H2194	2194	568	g.bz.aa	heber	dki	זָעַם	zāʿam	V	be indignant
H2195	2195	568a	g.bz.ab	heber	dkh	זַ֫עַם	zaʿam	N	indignation
H2196	2196	569	g.ca.aa	heber	dkl	זָעַף	zāʿap	V	be out of humour
H2197	2197	569a	g.ca.ab	heber	dkj	זַ֫עַף	zaʿap	N	storming
H2198	2198	569b	g.ca.ac	heber	dkk	זָעֵף	zāʿēp	A	out of humour
H2199	2199	570	g.cb.aa	heber	dkm	זָעַק	zāʿaq	V	cry
H2200	2200	2712	xg.ag.ad	arameus	oht	זְעִ֑ק	zĕʿiq	V	cry
H2201	2201	570a	g.cb.ab	heber	dkn	זְעָקָה	zĕʿāqâ	N	cry
H2202	2202	—	g.cc.ad	heber	dkp	זִפְרֹן	ziprōn	Np	Ziphron
H2203	2203	572	g.cc.ae	heber	dkq	זֶ֫פֶת	zepet	N	pitch
H2204	2204	574	g.cd.ac	heber	dku	זָקֵן	zāqēn	V	be old
H2205	2205	574b	g.cd.ad	heber	dkt	זָקֵן	zāqēn	A	old
H2206	2206	574a	g.cd.ab	heber	dkv	זָקָן	zāqān	N	chin
H2207	2207	574c	g.cd.ae	heber	dkw	זֹ֫קֶן	zōqen	N	old age
H2208	2208	574e	g.cd.ag	heber	dkz	זְקֻנִים	zĕqunîm	N	old age
H2209	2209	574d	g.cd.af	heber	dky	זִקְנָה	ziqnâ	N	old age
H2210	2210	575	g.ce.aa	heber	dla	זָקַף	zāqap	V	raise up
H2211	2211	2714	xg.ai.aa	arameus	ohv	זְקַף	zĕqap	V	raise
H2212	2212	576	g.cf.aa	heber	dlb	זָקַק	zāqaq	V	refine
H2213	2213	543a	g.ba.ab	heber	dld	זֵר	zēr	N	circlet
H2214	2214	542a	g.az.ab	heber	dle	זָרָא	zārāʾ	N	loathsome thing
H2215	2215	578	g.ch.aa	heber	dlf	זָרַב	zārab	V	be burnt
H2216	2216	578a	g.ch.ab	heber	dlg	זְרֻבָּבֶ֫ל	zĕrubbābel	Np	Zerubbabel
H2217	2217	—	xg.ai.ab	arameus	ohw	זְרֻבָּבֶ֫ל	zĕrubbābel	Np	Zerubbabel
H2218	2218	—	g.ch.ac	heber	dlh	זֶ֫רֶד	zered	Np	Zared
H2219	2219	579	g.ci.aa	heber	dli	זָרָה	zārâ	V	scatter
H2220	2220	583a	g.cm.ab	heber	dlj	זְרוֹעַ	zĕrôaʿ	N	arm
H2221	2221	582b	g.cl.ac	heber	dlk	זֵרוּעַ	zērûaʿ	N	sowing
H2222	2222	584	g.cn.aa	heber	dma	זָרַף	zārap	V	drip
H2222	2222	584a	g.cn.ab	heber	dll	זַרְזִיף	zarzîp	N	drop
H2223	2223	543b	g.ba.ac	heber	dlm	זַרְזִיר	zarzîr	N	girded
H2224	2224	580	g.cj.aa	heber	dlp	זָרַח	zāraḥ	V	rise
H2225	2225	580a	g.cj.ab	heber	dlo	זֶ֫רַח	zeraḥ	N	dawning
H2226	2226	—	g.cj.ac	heber	dln	זֶ֫רַח	zeraḥ	Np	Zarah
H2227	2227	—	g.cj.ad	heber	dlq	זַרְחִי	zarḥî	Ag	Zarchite
H2228	2228	—	g.cj.ae	heber	dlr	זְרַחְיָה	zĕraḥyâ	Np	Zerahiah
H2229	2229	581	g.ck.aa	heber	dlt	זָרַם	zāram	V	pour forth in floods
H2230	2230	581a	g.ck.ab	heber	dls	זֶ֫רֶם	zerem	N	flood of rain
H2231	2231	581b	g.ck.ac	heber	dlu	זִרְמָה	zirmâ	N	issue
H2232	2232	582	g.cl.aa	heber	dlx	זָרַע	zāraʿ	V	sow
H2233	2233	582a	g.cl.ab	heber	dlw	זֶ֫רַע	zeraʿ	N	sowing
H2234	2234	2715	xg.ai.ac	arameus	ohx	זְרַע	zĕraʿ	N	seed
H2235	2235	582c	g.cl.ad	heber	dlv	זֵרֹעַ	zērōaʿ	N	vegetable
H2235	2235	582d	g.cl.ae	heber	dlz	זֵֽרְעֹן	zērĕʿōn	N	sown
H2236	2236	585	g.co.aa	heber	dmb	זָרַק	zāraq	V	to toss
H2237	2237	586	g.cp.aa	heber	dmc	זָרַר	zārar	V	sneeze
H2238	2238	—	g.cp.ab	heber	dmd	זֶ֫רֶשׁ	zereš	Np	Zeresh
H2239	2239	587	g.cp.ac	heber	dme	זֶ֫רֶת	zeret	N	span
H2240	2240	—	g.cp.ad	heber	dmf	זַתּוּא	zattûʾ	Np	Zattu
H2241	2241	—	g.cp.ae	heber	dmg	זֵתָם	zētām	Np	Zetham
H2242	2242	—	g.cp.af	heber	dmh	זֵתַר	zētar	Np	Zethar
H2243	2243	589a	h.ac.ab	heber	dmj	חֹב	ḥōb	N	bosom
H2244	2244	588	h.ab.aa	heber	dmk	חָבָא	ḥābāʾ	V	withdraw
H2245	2245	589	h.ac.aa	heber	dml	חָבַב	ḥābab	V	love
H2246	2246	—	h.ac.ac	heber	dmm	חֹבָב	ḥōbāb	Np	Hobab
H2247	2247	590	h.ad.aa	heber	dmn	חָבָה	ḥābâ	V	withdraw
H2248	2248	2716b	xh.aa.ac	arameus	ohy	חֲבוּלָא	ḥăbûlāʾ	N	hurtful act
H2249	2249	—	h.ai.aq	heber	dmp	חָבוֹר	ḥābôr	Np	Habor
H2250	2250	598g	h.ai.aj	heber	dmq	חַבּוּרָה	ḥabbûrâ	N	stripe
H2251	2251	591	h.ae.aa	heber	dmr	חָבַט	ḥābaṭ	V	beat off
H2252	2252	—	h.ad.ac	heber	dms	חֲבַיָה	ḥăbayâ	Np	Habaiah
H2253	2253	590a	h.ad.ab	heber	dmt	חֶבְיוֹן	ḥebyôn	N	hiding
H2254	2254	593	h.af.aa	heber	dnb	חָבַל	ḥābal	V	bind
H2254	2254	594	h.ag.aa	heber	dmz	חָבַל	ḥābal	V	act (ruinously) corruptly
H2254	2254	595	h.af.aa	heber	dna	חָבַל	ḥābal	V	travail
H2255	2255	2716	xh.aa.aa	arameus	ohz	חֲבַל	ḥăbal	V	destroy
H2256	2256	592a	h.af.ah	heber	dng	חֹבְלִים	ḥōbĕlîm	N	union
H2256	2256	592b	h.af.ab	heber	dmx	חֶ֫בֶל	ḥebel	N	cord
H2256	2256	594a	h.ag.ab	heber	dmy	חֶ֫בֶל	ḥebel	N	destruction
H2256	2256	595a	h.af.ac	heber	dmw	חֵ֫בֶל	ḥēbel	N	pain
H2257	2257	2716a	xh.aa.ab	arameus	oia	חֲבָל	ḥăbāl	N	hurt
H2258	2258	593a	h.af.ad	heber	dmu	חֲבֹל	ḥăbōl	N	pledge
H2258	2258	593a	h.af.ae	heber	dnf	חֲבֹלָה	ḥăbōlâ	N	pledge
H2259	2259	592c	h.af.ag	heber	dnc	חֹבֵל	ḥōbēl	N	sailor
H2260	2260	592d	h.af.af	heber	dmv	חִבֵּל	ḥibbēl	N	mast
H2261	2261	596.1	h.ag.ac	heber	dnh	חֲבַצֶּלֶת	ḥăbaṣṣelet	N	meadow-saffron
H2262	2262	—	h.ag.ad	heber	dni	חֲבַצִּנְיָה	ḥăbaṣṣinyâ	Np	Habazaniah
H2263	2263	597	h.ah.aa	heber	dnk	חָבַק	ḥābaq	V	clasp
H2264	2264	597a	h.ah.ab	heber	dnj	חִבֻּק	ḥibbuq	N	a clasping
H2265	2265	—	h.ah.ac	heber	dnl	חֲבַקּוּק	ḥăbaqqûq	Np	Habakkuk
H2266	2266	598	h.ai.aa	heber	dnq	חָבַר	ḥābar	V	unite
H2267	2267	598a	h.ai.ab	heber	dnn	חֶ֫בֶר	ḥeber	N	company
H2268	2268	—	h.ai.ac	heber	dnm	חֶ֫בֶר	ḥeber	Np	Heber
H2269	2269	2717a	xh.ab.aa	arameus	oib	חֲבַר	ḥăbar	N	fellow
H2270	2270	598c	h.ai.af	heber	dnp	חָבֵר	ḥābēr	N	united
H2271	2271	598f	h.ai.ai	heber	dno	חַבָּר	ḥabbār	N	associate
H2272	2272	598h	h.ai.ak	heber	dnr	חֲבַרְבֻּרָה	ḥăbarburâ	N	stripe
H2273	2273	2717b	xh.ab.ab	arameus	oid	חַבְרָה	ḥabrâ	N	fellow
H2274	2274	598b	h.ai.ae	heber	dns	חֶבְרָה	ḥebrâ	N	association
H2275	2275	598i	h.ai.al	heber	dnu	חֶבְרוֹן	ḥebrôn	Np	Hebron
H2275	2275	598i	h.ai.am	heber	dnt	חֶבְרוֹן	ḥebrôn	Np	Hebron
H2276	2276	—	h.ai.an	heber	dnv	חֶבְרוֹנִי	ḥebrônî	Ag	Hebronites
H2277	2277	—	h.ai.ad	heber	dnw	חֶבְרִי	ḥebrî	Ag	Heberites
H2278	2278	598d	h.ai.ag	heber	dnx	חֲבֶ֫רֶת	ḥăberet	N	consort
H2279	2279	598e	h.ai.ah	heber	dny	חֹבֶ֫רֶת	ḥōberet	N	a thing that joins
H2280	2280	599	h.aj.aa	heber	dnz	חָבַשׁ	ḥābaš	V	bind
H2281	2281	600a	h.ak.ab	heber	dob	חֲבִתִּים	ḥăbittîm	N	flat cakes
H2282	2282	602a	h.am.ab	heber	doc	חַג	ḥag	N	festival-gathering
