# GENERÁLT: eszkozok/ubs_dntg_import.py — kézzel nem szerkesztendő.
# forras: ubsicap/ubs-open-license @ 3a6edd8212df2e1189037ad39687726990c80d56 | UBSGreekNTDic-v1.1-en.JSON sha256=d84bb9077a43fa4a4f7e571fe2ffa460fa655d7b78439b366281ce527fd56893
# licenc: CC BY-SA 4.0 — © United Bible Societies; forrásmegjelölés: konkordancia/SDBH_SDGNT_README.md
strong	strong_kod	lemma	main_id	lexid	entry_kod	domen_kod	domen	definicio_rovid	definicio_hosszu	glosszak	megjegyzes
G2692	G2692	καταστροφή	002701000000000	002701001002000	20.49	020003	Destroy	a state of total ruin or destruction	—	complete ruin; destruction	—
G2693	G2693	καταστρώννυμι	002702000000000	002702001001000	20.63	020004	Kill	(a figurative extension of meaning of καταστρώννυμι ‘to spread out,’ not occurring in the NT) to cause the death of a number of persons, with the implication of bodies spread out over an area	—	to kill	It is also possible to understand this expression in {S:04601000500020} as meaning that the individuals died and that their bodies were strewn over the desert.
G2694	G2694	κατασύρω	002703000000000	002703001001000	15.179	015023	Lead, Bring, Take	to drag or lead, with emphasis upon forceful and thorough action	—	to drag off forcefully; to lead away	—
G2695	G2695	κατασφάζω	002704000000000	002704001001000	20.72	020004	Kill	to slaughter, either animals or persons; in contexts referring to persons, the implication is of violence and mercilessness{N:001}	—	to slaughter; to kill	—
G2696	G2696	κατασφραγίζω	002705000000000	002705001001000	6.55	006010	Instruments Used in Marking and Writing	to use a seal to close or to make something secure	—	to seal; to put a seal on; to make secure	For a discussion of some of the translational problems involved with ‘seal,’ see {D:6.54}.|From the immediate context of {S:06600500100032} it is not possible to determine whether the scroll in question had seven seals on the outside or whether the scroll was sealed at seven different points. However, since according to chapter six of Revelation the seals were broken one after another, it would appear as though the scroll had been sealed at seven different places as it had been rolled up.
G2697	G2697	κατάσχεσις	002706000000000	002706001001000	57.1	057001	Have, Possess, Property, Owner	to have or possess objects or property (in the technical sense of having control over the use of such objects){N:001}{N:002}	—	to have; to own; to possess; to belong to	—
G2697	G2697	κατάσχεσις	002706000000000	002706001002000	57.57	057007	Take, Obtain, Gain, Lose	the act of taking possession of something	—	to take possession; to obtain	—
G2698	G2698	κατατίθημι	002707000000000	002707001001000	90.62	090013	Experiencer	to experience, with the implication of something having been bestowed upon	—	to gain; to obtain; to experience	In some languages it may be more natural to translate as ‘and wanting the Jews to show him good will’ or ‘and hoping that the Jews would like him.’
G2699	G2699	κατατομή	002708000000000	002708001001000	19.22	019002	Pierce, Cut	to mutilate by severe cutting (occurring in {S:05000300200020} as an exaggerated reference to {L:περιτομή<SDBG:περιτομή:000000>} ‘circumcision,’ {D:53.51})	—	to mutilate; mutilation	It is possible that κατατομή in {S:05000300200020} means ‘those who practice mutilation’ (as a hyperbole for circumcision) in the same way that περιτομή in some contexts means ‘those who circumcise.’
G2701	G2701	κατατρέχω	002709000000000	002709001001000	15.233	015030	Run	—	—	to run down to	—
G2702	G2702	καταφέρω	002710000000000	002710001001000	13.133	013004	Happen	to cause something adverse to happen to someone, usually in connection with accusations or condemnations	—	to bring against; to cause to happen to; to bring about	—
G2702	G2702	καταφέρω	002710000000000	002710001002000	30.103	030006	To Choose, To Select, To Prefer	(an idiom, literally: to bring a pebble against someone, a reference to a white or black pebble used in voting for or against someone) to make known one’s choice against someone	—	to vote against	—
G2702	G2702	καταφέρω	002710000000000	002710001003000	23.71	023005	Sleep, Waking	(an idiom, literally: to be carried away from sleep) to be in a state of deep sleep	—	to be sound asleep; to be completely asleep	See {L:καταφέρω<SDBG:καταφέρω:000003>}[d] {D:23.68} and its footnote.
G2702	G2702	καταφέρω	002710000000000	002710001004000	23.68	023005	Sleep, Waking	(an idiom, literally: to be carried away by sleep) to become increasingly more sleepy	—	to get sleepier; to become more and more sleepy	—
G2703	G2703	καταφεύγω	002711000000000	002711001001000	15.62	015004	Leave, Depart, Flee, Escape, Send	to flee from an area, with probably greater intensity than in the case of {L:φεύγω<SDBG:φεύγω:000000>}[a] and {L:φυγή<SDBG:φυγή:000000>} ({D:15.61})	—	to flee; to flee for safety	—
G2703	G2703	καταφεύγω	002711000000000	002711001002000	21.15	021004	Become Safe, Free from Danger	to become safe by taking refuge	—	to flee to safety; to take refuge	—
G2704	G2704	καταφθείρω	002712000000000	002712001001000	88.266	088035	Licentiousness, Perversion	to cause someone to become perverse or depraved, as a type of moral destruction{N:001}	—	to deprave; to pervert; to ruin; to cause the moral ruin of	—
G2705	G2705	καταφιλέω	002713000000000	002713001001000	34.62	034009	Kiss, Embrace	to kiss, either as an expression of greeting or as a sign of special affection and appreciation{N:001}	—	to kiss	Since in so many societies kissing is not a form of greeting, it may be necessary to add some kind of classifier to contexts such as {S:04002604800022} and {S:04002604900020} in order to indicate clearly the intention involved; otherwise, the use of a term meaning merely ‘to kiss’ might suggest a kind of erotic display. The clause in {S:04002604900020} may be translated as ‘the man I greet by kissing is the one you want.’
G2706	G2706	καταφρονέω	002714000000000	002714001001000	88.192	088025	Despise, Scorn, Contempt	to feel contempt for someone or something because it is thought to be bad or without value	—	to despise; to scorn; to look down on	In a number of languages the equivalent of ‘to despise’ is ‘to think that something has no value’ or ‘to reckon something as being worthless.’
G2707	G2707	καταφρονητής	002715000000000	002715001001000	88.193	088025	Despise, Scorn, Contempt	(derivative of {L:καταφρονέω<SDBG:καταφρονέω:000000>} ‘to despise,’ {D:88.192}) one who customarily feels contempt for something or someone	—	one who feels contempt; scoffer	The equivalent of ‘scoffer’ may be ‘one who always talks against’ or ‘one who thinks nothing is ever any good.’
G2708	G2708	καταχέω	002716000000000	002716001001000	47.5	047001	Movement of Liquids or Masses	to cause to pour down on	—	to pour on; to pour over	—
G2709	G2709	καταχθόνιος	002717000000000	002717001001000	1.17	001003	Regions Below the Surface of the Earth	pertaining to being below the surface of the earth	—	the world below; what is beneath the earth; under the earth	In {S:05000201000026} καταχθονίων is probably a reference to the dead, generally regarded as inhabiting a dark region under the ground.
G2710	G2710	καταχράομαι	002718000000000	002718001001000	90.13	090002	Instrument	to make use of instruments{N:001}	—	to use; to employ; with	—
G2710	G2710	καταχράομαι	002718000000000	002718001002000	41.6	041001	Behavior, Conduct	to conduct oneself in such a way as to become completely occupied by certain means	—	to be fully occupied with	—
G2711	G2711	καταψύχω	002719000000000	002719001001000	79.76	079014	Hot, Lukewarm, Cold	to cause something to become cool	—	to make cool; to cool	In some languages it may be necessary to render this expression in {S:04201602400042} as ‘to cause my tongue to feel cool.’
G2712	G2712	κατείδωλος	002720000000000	002720001001000	6.98	006013	Images and Idols	(derivative of {L:εἴδωλον<SDBG:εἴδωλον:000000>}[a] ‘idol,’ {D:6.97}) pertaining to numerous idols, objects (not necessarily three-dimensional) formed to resemble a person, god, animal, etc.	—	full of idols	In place of the traditional rendering ‘how full of idols their city was,’ one may have ‘how many idols there were in their city’ or ‘how many idols the people worshiped there in their city.’
G2713	G2713	κατέναντι	002721000000000	002721001001000	83.42	083007	Opposite, Over Against, Across From, Offshore From	a position over against an object or other position	—	opposite; in front of; before; across from; in the presence of	—
G2713	G2713	κατέναντι	002721000000000	002721001002000	90.20	090005	Viewpoint Participant	(with the genitive) marking a participant whose viewpoint is relevant to an event{N:002}	—	in the sight of; in the opinion of; in the judgment of	—
G2714	G2714	κατενώπιον	002722000000000	002722001001000	83.33	083006	In Front Of, Face To Face, In Back Of, Behind	a position in front of an object, whether animate or inanimate, which is regarded as having a spacial orientation of front and back{N:001}	—	in front of; before	—
G2714	G2714	κατενώπιον	002722000000000	002722001002000	90.20	090005	Viewpoint Participant	(with the genitive) marking a participant whose viewpoint is relevant to an event{N:002}	—	in the sight of; in the opinion of; in the judgment of	—
G2715	G2715	κατεξουσιάζω	002723000000000	002723001001000	37.48	037004	Rule, Govern	to rule or reign by exercising authority over{N:001}	—	to rule; to reign	—
G2716	G2716	κατεργάζομαι	002724000000000	002724001001000	42.17	042002	Do, Perform	to do something with success and/or thoroughness	—	to accomplish; to perform successfully; to do thoroughly	—
G2716	G2716	κατεργάζομαι	002724000000000	002724001002000	90.47	090011	Agent of a Numerable Event	a marker of an agent relation with numerable events, with the probable implication of comprehensiveness	—	to do; to make; to perform	—
